Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
131.202.242.189-40.97.170.162-45474-443-6,131.202.242.189,45474,40.97.170.162,443,6,16/10/2017 08:38:59,90149205,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06655632736861074,1.8029841E7,2.463761135113159E7,4.5019008E7,37007.0,9.0112013E7,4.50560065E7,12.020815280171307,4.5056015E7,4.5055998E7,9.0112198E7,4.5056099E7,97.58073580374356,4.5056168E7,4.505603E7,0,0,0,0,60,60,0.03327816368430537,0.03327816368430537,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,60,0,0,0,0,0,0,3,0,3,0,335,65535,0,20,37014.5,10.606601717798213,37022.0,37007.0,4.5018992E7,22.627416997969522,4.5019008E7,4.5018976E7,BENIGN
131.202.242.189-74.125.22.188-49692-5228-6,131.202.242.189,49692,74.125.22.188,5228,6,16/10/2017 08:39:05,90152869,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06655362238111358,1.80305738E7,2.463342328179273E7,4.501518E7,40854.0,9.0112001E7,4.50560005E7,74.24621202458749,4.5056053E7,4.5055948E7,9.0112015E7,4.50560075E7,57.27564927611035,4.5056048E7,4.5055967E7,0,0,0,0,96,96,0.03327681119055679,0.03327681119055679,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,452,183,0,32,40863.5,13.435028842544403,40873.0,40854.0,4.5015137E7,60.81118318204309,4.501518E7,4.5015094E7,BENIGN
131.202.242.194-131.202.243.255-46919-21027-17,131.202.242.194,46919,131.202.243.255,21027,17,16/10/2017 08:39:00,119999869,5,0,345.0,0.0,69.0,69.0,69.0,0.0,0,0,0,0,2.8750031385450927,0.04166671215282743,2.999996725E7,80.10149811333119,3.0000055E7,2.9999863E7,1.19999869E8,2.999996725E7,80.10149811333119,3.0000055E7,2.9999863E7,0,0,0,0,0,0,0,0,0,-5,0,0.04166671215282743,0.0,69.0,69.0,69.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,82.8,69.0,0.0,-5,0,0,0,0,0,0,5,345,0,0,-1,-1,4,-1,0,0,0,0,2.999996725E7,80.10149811333119,3.0000055E7,2.9999863E7,BENIGN
131.202.243.255-131.202.243.72-138-138-17,131.202.243.72,138,131.202.243.255,138,17,16/10/2017 08:38:00,82041625,15,0,3160.0,0.0,232.0,191.0,210.66666666666666,17.3685539601507,0,0,0,0,38.51703327426779,0.18283401870696736,5860116.071428572,1.743423702352537E7,6.6318433E7,5.0,8.2041625E7,5860116.071428572,1.743423702352537E7,6.6318433E7,5.0,0,0,0,0,0,0,0,0,0,-15,0,0.18283401870696736,0.0,191.0,232.0,212.0,17.60681686165901,309.99999999999994,0,0,0,0,0,0,0,0,0.0,226.13333333333333,210.66666666666666,0.0,-15,0,0,0,0,0,0,15,3160,0,0,-1,-1,14,-1,5.0,0.0,5.0,5.0,6.6318433E7,0.0,6.6318433E7,6.6318433E7,BENIGN
131.202.242.189-151.101.136.102-55004-443-6,131.202.242.189,55004,151.101.136.102,443,6,16/10/2017 08:39:23,90138852,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656397177101835,1.80277704E7,2.464869186969798E7,4.5029128E7,26893.0,9.011194E7,4.505597E7,72.12489168102785,4.5056021E7,4.5055919E7,9.0111924E7,4.5055962E7,110.30865786510141,4.505604E7,4.5055884E7,0,0,0,0,96,96,0.03328198588550917,0.03328198588550917,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,3251,72,0,32,26910.5,24.748737341529164,26928.0,26893.0,4.50290595E7,96.87362902255701,4.5029128E7,4.5028991E7,BENIGN
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,16/10/2017 08:37:57,825,2,0,600.0,0.0,300.0,300.0,300.0,0.0,0,0,0,0,727272.7272727273,2424.2424242424245,825.0,0.0,825.0,825.0,825.0,825.0,0.0,825.0,825.0,0,0,0,0,0,0,0,0,0,-2,0,2424.2424242424245,0.0,300.0,300.0,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,450.0,300.0,0.0,-2,0,0,0,0,0,0,2,600,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-55008-443-6,131.202.242.189,55008,151.101.136.102,443,6,16/10/2017 08:39:25,90139084,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656380044864889,1.80278168E7,2.4648248305875808E7,4.5028669E7,27162.0,9.0111922E7,4.5055961E7,56.568542494923804,4.5056001E7,4.5055921E7,9.0111832E7,4.5055916E7,258.8010819142764,4.5056099E7,4.5055733E7,0,0,0,0,96,96,0.033281900224324444,0.033281900224324444,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,2847,76,0,32,27341.0,125.86500705120545,27430.0,27252.0,4.502862E7,69.29646455628166,4.5028669E7,4.5028571E7,BENIGN
131.202.242.189-151.101.20.102-59966-443-6,131.202.242.189,59966,151.101.20.102,443,6,16/10/2017 08:39:25,90141017,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656237304267379,1.80282034E7,2.4646112096799128E7,4.5026796E7,29120.0,9.0111897E7,4.50559485E7,17.67766952966369,4.5055961E7,4.5055936E7,9.0111852E7,4.5055926E7,380.42344827836257,4.5056195E7,4.5055657E7,0,0,0,0,96,96,0.033281186521336895,0.033281186521336895,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,396,63,0,32,29282.0,165.46298679765212,29399.0,29165.0,4.50266665E7,183.1406563273158,4.5026796E7,4.5026537E7,BENIGN
131.202.242.189-151.101.136.249-36908-443-6,131.202.242.189,36908,151.101.136.249,443,6,16/10/2017 08:39:26,90138885,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665639474018344,1.8027777E7,2.464867945461447E7,4.5029078E7,26906.0,9.0111979E7,4.50559895E7,16.263455967290593,4.5056001E7,4.5055978E7,9.0111934E7,4.5055967E7,24.041630560342615,4.5055984E7,4.505595E7,0,0,0,0,96,96,0.0332819737009172,0.0332819737009172,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,387,63,0,32,26937.0,19.79898987322333,26951.0,26923.0,4.50290525E7,36.062445840513924,4.5029078E7,4.5029027E7,BENIGN
131.202.243.72-224.0.0.251-5353-5353-17,131.202.243.72,5353,224.0.0.251,5353,17,16/10/2017 08:36:42,7857274,5,0,232.0,0.0,72.0,40.0,46.4,14.310835055998654,0,0,0,0,29.526779898473695,0.6363530150533123,1964318.5,2093427.839371191,4855653.0,321.0,7857274.0,1964318.5,2093427.839371191,4855653.0,321.0,0,0,0,0,0,0,0,0,0,-5,0,0.6363530150533123,0.0,40.0,72.0,45.333333333333336,13.063945294843617,170.66666666666666,0,0,0,0,0,0,0,0,0.0,54.4,46.4,0.0,-5,0,0,0,0,0,0,5,232,0,0,-1,-1,4,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-104.244.46.7-41492-443-6,131.202.242.189,41492,104.244.46.7,443,6,16/10/2017 08:39:26,90130189,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06657036966825844,1.80260378E7,2.4658249719675377E7,4.5037893E7,18150.0,9.0111955E7,4.50559775E7,92.63098833543772,4.5056043E7,4.5055912E7,9.0111978E7,4.5055989E7,195.16147160748713,4.5056127E7,4.5055851E7,0,0,0,0,96,96,0.03328518483412922,0.03328518483412922,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,3094,61,0,32,18180.5,43.1335136523794,18211.0,18150.0,4.5037797E7,135.7645019878171,4.5037893E7,4.5037701E7,BENIGN
131.202.242.189-199.16.156.120-39858-443-6,131.202.242.189,39858,199.16.156.120,443,6,16/10/2017 08:39:27,90147686,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06655744885121068,1.80295372E7,2.4638883254199404E7,4.5020103E7,35753.0,9.0111933E7,4.50559665E7,127.9863273947651,4.5056057E7,4.5055876E7,9.011187E7,4.5055935E7,111.72287142747452,4.5056014E7,4.5055856E7,0,0,0,0,96,96,0.03327872442560534,0.03327872442560534,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,410,168,0,32,35885.0,97.58073580374356,35954.0,35816.0,4.50200815E7,30.405591591021544,4.5020103E7,4.502006E7,BENIGN
131.202.242.189-199.96.57.6-60262-443-6,131.202.242.189,60262,199.96.57.6,443,6,16/10/2017 08:39:27,90130243,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06657032978375528,1.80260486E7,2.4658117079478417E7,4.5037721E7,18270.0,9.011196E7,4.505598E7,15.556349186104045,4.5055991E7,4.5055969E7,9.0111878E7,4.5055939E7,91.92388155425118,4.5056004E7,4.5055874E7,0,0,0,0,96,96,0.03328516489187764,0.03328516489187764,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,387,65,0,32,18317.5,67.17514421272202,18365.0,18270.0,4.50376625E7,82.73149339882606,4.5037721E7,4.5037604E7,BENIGN
131.202.242.189-151.101.136.102-55012-443-6,131.202.242.189,55012,151.101.136.102,443,6,16/10/2017 08:41:10,40136751,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07474446548999444,2.00683755E7,2.8338497145190753E7,4.0106719E7,30032.0,4.0136751E7,4.0136751E7,0.0,4.0136751E7,4.0136751E7,0,0,0,0,0,0,0,0,0,64,32,0.0498296436599963,0.02491482182999815,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,2443,76,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-55002-443-6,131.202.242.189,55002,151.101.136.102,443,6,16/10/2017 08:41:10,40264787,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07450678926974083,2.01323935E7,2.843294539795384E7,4.0237522E7,27265.0,4.0264787E7,4.0264787E7,0.0,4.0264787E7,4.0264787E7,0,0,0,0,0,0,0,0,0,64,32,0.049671192846493885,0.024835596423246942,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,2625,63,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-57270-443-6,131.202.242.189,57270,151.101.136.102,443,6,16/10/2017 08:41:10,40136850,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07474428112819018,2.0068425E7,2.8338581290897716E7,4.0106828E7,30022.0,4.013685E7,4.013685E7,0.0,4.013685E7,4.013685E7,0,0,0,0,0,0,0,0,0,64,32,0.04982952075212678,0.02491476037606339,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,2485,61,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-57266-443-6,131.202.242.189,57266,151.101.136.102,443,6,16/10/2017 08:41:10,39752853,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07546628162763563,1.98764265E7,2.807143705607222E7,3.972593E7,26923.0,3.9752853E7,3.9752853E7,0.0,3.9752853E7,3.9752853E7,0,0,0,0,0,0,0,0,0,64,32,0.05031085441842375,0.025155427209211875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,245,61,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-55004-443-6,131.202.242.189,55004,151.101.136.102,443,6,16/10/2017 08:41:38,12104906,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24783339911933228,6052453.0,8521456.957164073,1.2078033E7,26873.0,1.2104906E7,1.2104906E7,0.0,1.2104906E7,1.2104906E7,0,0,0,0,0,0,0,0,0,64,32,0.16522226607955487,0.08261113303977743,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,3251,72,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-55008-443-6,131.202.242.189,55008,151.101.136.102,443,6,16/10/2017 08:41:40,10056925,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29830191634122755,5028462.5,7072796.687945477,1.0029685E7,27240.0,1.0056925E7,1.0056925E7,0.0,1.0056925E7,1.0056925E7,0,0,0,0,0,0,0,0,0,64,32,0.19886794422748505,0.09943397211374252,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,2847,76,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.249-36908-443-6,131.202.242.189,36908,151.101.136.249,443,6,16/10/2017 08:41:41,9032945,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3321175984133635,4516472.5,6349108.252740105,9005970.0,26975.0,9032945.0,9032945.0,0.0,9032945.0,9032945.0,0,0,0,0,0,0,0,0,0,64,32,0.2214117322755757,0.11070586613778785,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,387,63,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-57316-443-6,131.202.242.189,57316,151.101.136.102,443,6,16/10/2017 08:41:10,40008985,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07498315690837945,2.00044925E7,2.8252022228492327E7,3.9981689E7,27296.0,4.0008985E7,4.0008985E7,0.0,4.0008985E7,4.0008985E7,0,0,0,0,0,0,0,0,0,64,32,0.049988771272252965,0.024994385636126482,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,364,61,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-96.16.43.3-60144-443-6,131.202.242.189,60144,96.16.43.3,443,6,16/10/2017 08:41:05,45001036,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666513188718588,2.2500518E7,3.1789385419667993E7,4.4979008E7,22028.0,4.5001036E7,4.5001036E7,0.0,4.5001036E7,4.5001036E7,0,0,0,0,0,0,0,0,0,64,32,0.04444342125812392,0.02222171062906196,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,342,1120,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-96.16.43.3-60146-443-6,131.202.242.189,60146,96.16.43.3,443,6,16/10/2017 08:41:05,45001057,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666510077752173,2.25005285E7,3.1789415825259585E7,4.497904E7,22017.0,4.5001057E7,4.5001057E7,0.0,4.5001057E7,4.5001057E7,0,0,0,0,0,0,0,0,0,64,32,0.044443400518347824,0.022221700259173912,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,342,1120,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-96.16.43.3-60152-443-6,131.202.242.189,60152,96.16.43.3,443,6,16/10/2017 08:41:05,45001082,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666506374224514,2.2500541E7,3.178943633135624E7,4.4979067E7,22015.0,4.5001082E7,4.5001082E7,0.0,4.5001082E7,4.5001082E7,0,0,0,0,0,0,0,0,0,64,32,0.04444337582816343,0.022221687914081713,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,342,1120,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-96.16.43.3-60154-443-6,131.202.242.189,60154,96.16.43.3,443,6,16/10/2017 08:41:05,45001110,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666502226278419,2.2500555E7,3.178947310090886E7,4.4979107E7,22003.0,4.500111E7,4.500111E7,0.0,4.500111E7,4.500111E7,0,0,0,0,0,0,0,0,0,64,32,0.04444334817518946,0.02222167408759473,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,342,1120,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.20.102-59968-443-6,131.202.242.189,59968,151.101.20.102,443,6,16/10/2017 08:41:12,37577088,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07983588297209192,1.8788544E7,2.652919120436358E7,3.7547515E7,29573.0,3.7577088E7,3.7577088E7,0.0,3.7577088E7,3.7577088E7,0,0,0,0,0,0,0,0,0,64,32,0.05322392198139461,0.026611960990697306,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,364,61,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.20.102-59966-443-6,131.202.242.189,59966,151.101.20.102,443,6,16/10/2017 08:41:40,9929087,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30214258370381886,4964543.5,6979679.210144582,9899922.0,29165.0,9929087.0,9929087.0,0.0,9929087.0,9929087.0,0,0,0,0,0,0,0,0,0,64,32,0.20142838913587924,0.10071419456793962,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,396,63,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-40.97.170.162-45474-443-6,131.202.242.189,45474,40.97.170.162,443,6,16/10/2017 08:41:14,35397257,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08475232982035867,1.76986285E7,2.497714626688126E7,3.5360138E7,37119.0,3.5397257E7,3.5397257E7,0.0,3.5397257E7,3.5397257E7,0,0,0,0,0,0,0,0,0,40,20,0.05650155321357245,0.028250776606786224,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,1,0,335,65535,0,20,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-96.16.43.3-60152-443-6,96.16.43.3,443,131.202.242.189,60152,6,16/10/2017 08:41:50,348,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,89080.45977011495,8620.689655172413,174.0,231.93102422918759,338.0,10.0,348.0,348.0,0.0,348.0,348.0,0,0,0,0,0,1,0,0,0,64,20,5747.126436781609,2873.5632183908046,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,1120,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-96.16.43.3-60154-443-6,96.16.43.3,443,131.202.242.189,60154,6,16/10/2017 08:41:50,257,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,120622.56809338521,11673.151750972762,128.5,170.41273426595797,249.0,8.0,257.0,257.0,0.0,257.0,257.0,0,0,0,0,0,1,0,0,0,64,20,7782.101167315174,3891.050583657587,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,1120,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-96.16.43.3-60146-443-6,96.16.43.3,443,131.202.242.189,60146,6,16/10/2017 08:41:50,9,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,3444444.4444444445,333333.3333333333,4.5,3.5355339059327378,7.0,2.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,0,1,0,0,0,64,20,222222.22222222222,111111.11111111111,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,1120,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-55012-443-6,151.101.136.102,443,131.202.242.189,55012,6,16/10/2017 08:41:50,18,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,1722222.2222222222,166666.66666666666,9.0,9.899494936611665,16.0,2.0,18.0,18.0,0.0,18.0,18.0,0,0,0,0,0,1,0,0,0,64,20,111111.11111111111,55555.555555555555,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,76,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-57270-443-6,151.101.136.102,443,131.202.242.189,57270,6,16/10/2017 08:41:50,18,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,1722222.2222222222,166666.66666666666,9.0,2.8284271247461903,11.0,7.0,18.0,18.0,0.0,18.0,18.0,0,0,0,0,0,1,0,0,0,64,20,111111.11111111111,55555.555555555555,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,61,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-55004-443-6,151.101.136.102,443,131.202.242.189,55004,6,16/10/2017 08:41:50,9,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,3444444.4444444445,333333.3333333333,4.5,0.7071067811865476,5.0,4.0,9.0,9.0,0.0,9.0,9.0,0,0,0,0,0,1,0,0,0,64,20,222222.22222222222,111111.11111111111,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,72,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-57266-443-6,151.101.136.102,443,131.202.242.189,57266,6,16/10/2017 08:41:50,35,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,885714.2857142858,85714.28571428572,17.5,21.920310216782973,33.0,2.0,35.0,35.0,0.0,35.0,35.0,0,0,0,0,0,1,0,0,0,64,20,57142.857142857145,28571.428571428572,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,61,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.249-36908-443-6,151.101.136.249,443,131.202.242.189,36908,6,16/10/2017 08:41:50,6,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,5166666.666666667,500000.0,3.0,2.8284271247461903,5.0,1.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,0,1,0,0,0,64,20,333333.3333333333,166666.66666666666,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,63,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-55002-443-6,151.101.136.102,443,131.202.242.189,55002,6,16/10/2017 08:41:50,13,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,2384615.384615385,230769.23076923078,6.5,6.363961030678928,11.0,2.0,13.0,13.0,0.0,13.0,13.0,0,0,0,0,0,1,0,0,0,64,20,153846.15384615384,76923.07692307692,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,63,0,0,32,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-151.101.136.102-55008-443-6,151.101.136.102,443,131.202.242.189,55008,6,16/10/2017 08:41:50,107,2,1,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0.0,0.0,0.0,0.0,289719.6261682243,28037.383177570093,53.5,68.58935777509511,102.0,5.0,107.0,107.0,0.0,107.0,107.0,0,0,0,0,0,1,0,0,0,64,20,18691.58878504673,9345.794392523365,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,64,0,0,0,0,0,0,2,31,1,0,76,0,0,32,0,0,0,0,0,0,0,0,BENIGN
