Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
131.202.243.255-131.202.243.72-137-137-17,131.202.243.72,137,131.202.243.255,137,17,16/10/2017 10:29:43,15541663,10,0,680.0,0.0,68.0,68.0,68.0,0.0,0,0,0,0,43.7533615289432,0.6434317871903412,1726851.4444444445,2839923.7824073336,9010055.0,8.0,1.5541663E7,1726851.4444444445,2839923.7824073336,9010055.0,8.0,0,0,0,0,0,0,0,0,0,-10,0,0.6434317871903412,0.0,68.0,68.0,68.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,74.8,68.0,0.0,-10,0,0,0,0,0,0,10,680,0,0,-1,-1,9,-1,8.0,0.0,8.0,8.0,9010055.0,0.0,9010055.0,9010055.0,BENIGN
131.202.243.255-131.202.243.72-138-138-17,131.202.243.72,138,131.202.243.255,138,17,16/10/2017 10:36:57,75662915,15,0,3160.0,0.0,232.0,191.0,210.66666666666666,17.3685539601507,0,0,0,0,41.76418526830482,0.19824771488119378,5404493.928571429,1.5913662911754519E7,6.0595607E7,3.0,7.5662915E7,5404493.928571429,1.5913662911754519E7,6.0595607E7,3.0,0,0,0,0,0,0,0,0,0,-15,0,0.19824771488119378,0.0,191.0,232.0,212.0,17.60681686165901,309.99999999999994,0,0,0,0,0,0,0,0,0.0,226.13333333333333,210.66666666666666,0.0,-15,0,0,0,0,0,0,15,3160,0,0,-1,-1,14,-1,17.0,0.0,17.0,17.0,6.0595607E7,0.0,6.0595607E7,6.0595607E7,BENIGN
131.202.243.72-224.0.0.251-5353-5353-17,131.202.243.72,5353,224.0.0.251,5353,17,16/10/2017 10:36:42,3001447,4,0,160.0,0.0,40.0,40.0,40.0,0.0,0,0,0,0,53.30762129066413,1.3326905322666034,1000482.3333333333,1000181.0015678828,2000631.0,269.0,3001447.0,1000482.3333333333,1000181.0015678828,2000631.0,269.0,0,0,0,0,0,0,0,0,0,-4,0,1.3326905322666034,0.0,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.0,40.0,0.0,-4,0,0,0,0,0,0,4,160,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.240.3-131.202.242.189-53-30860-17,131.202.242.189,30860,131.202.240.3,53,17,16/10/2017 09:41:21,273,1,1,43.0,120.0,43.0,43.0,43.0,0.0,120.0,120.0,120.0,0.0,597069.597069597,7326.007326007325,273.0,0.0,273.0,273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3663.0036630036625,3663.0036630036625,43.0,120.0,68.66666666666667,44.45597072760118,1976.3333333333335,0,0,0,0,0,0,0,0,1.0,103.0,43.0,120.0,-1,0,0,0,0,0,0,1,43,1,120,-1,-1,0,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.242.194-224.0.0.251-5353-5353-17,131.202.242.194,5353,224.0.0.251,5353,17,16/10/2017 10:39:41,119998483,25,0,22208.0,0.0,1287.0,134.0,888.32,379.211321912554,0,0,0,0,185.069006247354,0.20833596704718343,4999936.791666667,5021850.19231942,1.0004715E7,13.0,1.19998483E8,4999936.791666667,5021850.19231942,1.0004715E7,13.0,0,0,0,0,0,0,0,0,0,-25,0,0.20833596704718343,0.0,134.0,1287.0,903.6538461538462,379.68733898382146,144162.47538461536,0,0,0,0,0,0,0,0,0.0,939.8,888.32,0.0,-25,0,0,0,0,0,0,25,22208,0,0,-1,-1,24,-1,102148.0909090909,338727.52302476234,1123450.0,13.0,9906236.333333332,324316.8809281594,1.0004715E7,8876433.0,BENIGN
131.202.242.152-224.0.0.251-5353-5353-17,131.202.242.152,5353,224.0.0.251,5353,17,16/10/2017 10:39:41,102785317,14,0,608.0,0.0,48.0,40.0,43.42857142857142,4.108420728104763,0,0,0,0,5.915241765514037,0.13620622486381007,7906562.846153846,1.853620347245486E7,6.8777133E7,2864.0,1.02785317E8,7906562.846153846,1.853620347245486E7,6.8777133E7,2864.0,0,0,0,0,0,0,0,0,0,-14,0,0.13620622486381007,0.0,40.0,48.0,43.199999999999996,4.056740422696879,16.45714285714285,0,0,0,0,0,0,0,0,0.0,46.285714285714285,43.42857142857143,0.0,-14,0,0,0,0,0,0,14,608,0,0,-1,-1,13,-1,5003475.5,2826853.81215805,7002363.0,3004588.0,2.8960423333333336E7,3.449829983899309E7,6.8777133E7,8000919.0,BENIGN
131.202.242.189-13.107.18.11-41302-443-6,13.107.18.11,443,131.202.242.189,41302,6,16/10/2017 10:39:53,80015893,6,3,468.0,0.0,99.0,57.0,78.0,23.004347415216976,0.0,0.0,0.0,0.0,5.848838055209857,0.11247765490788185,1.0001986625E7,1.851996925724393E7,4.001551E7,21.0,8.0015854E7,1.60031708E7,2.191314801986439E7,4.0015582E7,21.0,8.0015652E7,4.0007826E7,10951.669827017247,4.001557E7,4.0000082E7,1,0,0,0,192,96,0.07498510327192123,0.037492551635960616,0.0,99.0,52.5,40.60172410132358,1648.5000000000002,0,1,0,0,1,0,0,0,0.0,58.333333333333336,78.0,0.0,192,0,0,0,0,0,0,6,468,3,0,1029,3043,5,32,150.5,127.9863273947651,241.0,60.0,4.00077655E7,10952.376933798434,4.001551E7,4.0000021E7,BENIGN
131.202.243.255-131.202.243.29-57621-57621-17,131.202.243.29,57621,131.202.243.255,57621,17,16/10/2017 10:39:23,114002469,4,0,176.0,0.0,44.0,44.0,44.0,0.0,0,0,0,0,1.5438262130971918,0.035086959388572536,3.8000823E7,1120.1549000026737,3.8001985E7,3.799975E7,1.14002469E8,3.8000823E7,1120.1549000026737,3.8001985E7,3.799975E7,0,0,0,0,0,0,0,0,0,-4,0,0.035086959388572536,0.0,44.0,44.0,44.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,55.0,44.0,0.0,-4,0,0,0,0,0,0,4,176,0,0,-1,-1,3,-1,0,0,0,0,3.8000823E7,1120.1549000026737,3.8001985E7,3.799975E7,BENIGN
131.202.241.234-224.0.0.251-5353-5353-17,131.202.241.234,5353,224.0.0.251,5353,17,16/10/2017 10:38:17,3001000,4,0,160.0,0.0,40.0,40.0,40.0,0.0,0,0,0,0,53.31556147950683,1.332889036987671,1000333.3333333333,1000146.0189254034,2000367.0,75.0,3001000.0,1000333.3333333333,1000146.0189254034,2000367.0,75.0,0,0,0,0,0,0,0,0,0,-4,0,1.332889036987671,0.0,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.0,40.0,0.0,-4,0,0,0,0,0,0,4,160,0,0,-1,-1,3,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.242.194-131.202.243.255-138-138-17,131.202.242.194,138,131.202.243.255,138,17,16/10/2017 10:38:05,1999980,2,0,380.0,0.0,190.0,190.0,190.0,0.0,0,0,0,0,190.00190001900017,1.000010000100001,1999980.0,0.0,1999980.0,1999980.0,1999980.0,1999980.0,0.0,1999980.0,1999980.0,0,0,0,0,0,0,0,0,0,-2,0,1.000010000100001,0.0,190.0,190.0,190.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,285.0,190.0,0.0,-2,0,0,0,0,0,0,2,380,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.243.255-131.202.243.51-138-138-17,131.202.243.51,138,131.202.243.255,138,17,16/10/2017 10:38:05,2000015,2,0,382.0,0.0,191.0,191.0,191.0,0.0,0,0,0,0,190.99856751074367,0.9999925000562496,2000015.0,0.0,2000015.0,2000015.0,2000015.0,2000015.0,0.0,2000015.0,2000015.0,0,0,0,0,0,0,0,0,0,-2,0,0.9999925000562496,0.0,191.0,191.0,191.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,286.5,191.0,0.0,-2,0,0,0,0,0,0,2,382,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.243.255-131.202.243.5-137-137-17,131.202.243.5,137,131.202.243.255,137,17,16/10/2017 10:39:58,119969796,13,0,650.0,0.0,50.0,50.0,50.0,0.0,0,0,0,0,5.41803038491455,0.10836060769829099,9997483.0,2.158355506085757E7,5.6205154E7,750225.0,1.19969796E8,9997483.0,2.158355506085757E7,5.6205154E7,750225.0,0,0,0,0,0,0,0,0,0,-13,0,0.10836060769829099,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,53.84615384615385,50.0,0.0,-13,0,0,0,0,0,0,13,650,0,0,-1,-1,12,-1,3026531.0,1079070.4039347942,3789549.0,2263513.0,5.62051125E7,58.68986283848344,5.6205154E7,5.6205071E7,BENIGN
131.202.242.193-239.255.255.250-59892-1900-17,131.202.242.193,59892,239.255.255.250,1900,17,16/10/2017 10:34:51,77374838,12,0,1644.0,0.0,137.0,137.0,137.0,0.0,0,0,0,0,21.247217344739386,0.15508917769882763,7034076.181818183,1.3377349345752237E7,4.7368302E7,2999591.0,7.7374838E7,7034076.181818183,1.3377349345752237E7,4.7368302E7,2999591.0,0,0,0,0,0,0,0,0,0,-12,0,0.15508917769882763,0.0,137.0,137.0,137.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,148.41666666666666,137.0,0.0,-12,0,0,0,0,0,0,12,1644,0,0,-1,-1,11,-1,1.500403E7,0.0,1.500403E7,1.500403E7,4.7368302E7,0.0,4.7368302E7,4.7368302E7,BENIGN
131.202.242.189-162.125.18.133-39590-443-6,131.202.242.189,39590,162.125.18.133,443,6,16/10/2017 10:39:21,113074402,5,7,4397.0,771.0,1035.0,257.0,879.4,347.9321772989673,257.0,0.0,110.14285714285714,137.37227834298614,45.70442035147796,0.10612481505761136,1.0279491090909092E7,1.7632814025772788E7,4.0389105E7,1744.0,1.13040254E8,2.82600635E7,1.9018770972930342E7,4.0425029E7,1756.0,1.13038539E8,1.88397565E7,2.0697290947778154E7,4.0389105E7,35859.0,1,0,0,0,160,224,0.044218672940671395,0.061906142116939955,0.0,1035.0,417.30769230769226,442.64835264865053,195937.5641025641,0,1,0,0,1,0,0,0,1.0,452.0833333333333,879.4,110.14285714285714,160,0,0,0,0,0,0,5,4397,7,771,183,199,4,32,36147.0,495.3705683627157,36719.0,35859.0,3.7643356333333336E7,3196643.7287587016,4.0389105E7,3.4134088E7,BENIGN
131.202.242.189-162.125.4.4-43394-443-6,131.202.242.189,43394,162.125.4.4,443,6,16/10/2017 10:40:20,103633433,15,14,18095.0,3207.0,2856.0,0.0,1206.333333333333,1145.8304952345804,567.0,0.0,229.07142857142856,275.3804261760068,205.5514266327547,0.2798324745258608,3701194.0357142864,7616325.448664804,2.0481016E7,3.0,1.03633433E8,7402388.071428573,9539275.761476917,2.0481016E7,3.0,1.03601573E8,7969351.769230767,9705883.382749738,2.0513083E7,16.0,1,0,0,0,480,448,0.14474093509958316,0.13509153942627763,0.0,2856.0,764.4666666666667,965.9944218205951,933145.2229885057,0,1,0,0,1,0,0,0,0.0,790.8275862068965,1206.3333333333333,229.07142857142858,480,0,0,0,0,0,0,15,18095,14,3207,655,360,8,32,723500.6,348447.5856385003,1147539.0,460373.0,1.97140154E7,652044.5224275717,2.0481016E7,1.894861E7,BENIGN
131.202.242.47-224.0.0.251-5353-5353-17,131.202.242.47,5353,224.0.0.251,5353,17,16/10/2017 10:40:16,67522687,7,0,358.0,0.0,70.0,48.0,51.14285714285714,8.315218406202998,0,0,0,0,5.301921708180837,0.10366886021582641,1.1253781166666668E7,1.352634734098851E7,3.6519273E7,1000289.0,6.7522687E7,1.1253781166666668E7,1.352634734098851E7,3.6519273E7,1000289.0,0,0,0,0,0,0,0,0,0,-7,0,0.10366886021582641,0.0,48.0,70.0,53.5,10.184021097498064,103.7142857142857,0,0,0,0,0,0,0,0,0.0,61.142857142857146,51.142857142857146,0.0,-7,0,0,0,0,0,0,7,358,0,0,-1,-1,6,-1,7002076.0,0.0,7002076.0,7002076.0,2.0173537E7,1.4710040995839305E7,3.6519273E7,8000920.0,BENIGN
131.202.242.46-224.0.0.56-41638-46778-17,131.202.242.46,41638,224.0.0.56,46778,17,16/10/2017 10:40:34,119993003,16540,0,2.136968E7,0.0,1292.0,1292.0,1292.0,0.0,0,0,0,0,178091.05085902385,137.84137063391938,7255.154664731825,1341.7681947342899,11143.0,11.0,1.19993003E8,7255.154664731825,1341.7681947342899,11143.0,11.0,0,0,0,0,0,0,0,0,0,-16540,0,137.84137063391938,0.0,1292.0,1292.0,1292.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1292.0781136638452,1292.0,0.0,-16540,0,0,0,0,0,0,16540,21369680,0,0,-1,-1,16539,-1,0,0,0,0,0,0,0,0,BENIGN
131.202.242.73-255.255.255.255-17500-17500-17,131.202.242.73,17500,255.255.255.255,17500,17,16/10/2017 10:40:34,90018778,4,0,624.0,0.0,156.0,156.0,156.0,0.0,0,0,0,0,6.931887033614253,0.04443517329239906,3.0006259333333332E7,116.90309377143674,3.0006389E7,3.0006162E7,9.0018778E7,3.0006259333333332E7,116.90309377143674,3.0006389E7,3.0006162E7,0,0,0,0,0,0,0,0,0,-4,0,0.04443517329239906,0.0,156.0,156.0,156.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,195.0,156.0,0.0,-4,0,0,0,0,0,0,4,624,0,0,-1,-1,3,-1,0,0,0,0,3.0006259333333332E7,116.90309377143674,3.0006389E7,3.0006162E7,BENIGN
131.202.242.73-131.202.243.255-17500-17500-17,131.202.242.73,17500,131.202.243.255,17500,17,16/10/2017 10:40:34,90018778,4,0,624.0,0.0,156.0,156.0,156.0,0.0,0,0,0,0,6.931887033614253,0.04443517329239906,3.0006259333333332E7,177.9616063462379,3.0006447E7,3.0006093E7,9.0018778E7,3.0006259333333332E7,177.9616063462379,3.0006447E7,3.0006093E7,0,0,0,0,0,0,0,0,0,-4,0,0.04443517329239906,0.0,156.0,156.0,156.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,195.0,156.0,0.0,-4,0,0,0,0,0,0,4,624,0,0,-1,-1,3,-1,0,0,0,0,3.0006259333333332E7,177.9616063462379,3.0006447E7,3.0006093E7,BENIGN
131.202.242.189-255.255.255.255-17500-17500-17,131.202.242.189,17500,255.255.255.255,17500,17,16/10/2017 10:40:36,90020042,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.954229614778451,0.04443454936401829,3.0006680666666668E7,49.31869152089635,3.0006724E7,3.0006627E7,9.0020042E7,3.0006680666666668E7,49.31869152089635,3.0006724E7,3.0006627E7,0,0,0,0,0,0,0,0,0,-4,0,0.04443454936401829,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0006680666666668E7,49.31869152089635,3.0006724E7,3.0006627E7,BENIGN
131.202.242.189-131.202.243.255-17500-17500-17,131.202.242.189,17500,131.202.243.255,17500,17,16/10/2017 10:40:36,90020039,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.95422981320859,0.04443455084484023,3.0006679666666668E7,48.67579823005816,3.0006723E7,3.0006627E7,9.0020039E7,3.0006679666666668E7,48.67579823005816,3.0006723E7,3.0006627E7,0,0,0,0,0,0,0,0,0,-4,0,0.04443455084484023,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0006679666666668E7,48.67579823005816,3.0006723E7,3.0006627E7,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/10/2017 10:40:37,119998993,8356,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,69.63391767795918,14362.536564931152,62988.87038962265,950048.0,10.0,1.19998993E8,14362.536564931152,62988.87038962265,950048.0,10.0,0,0,0,0,0,0,0,0,0,0,0,69.63391767795918,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,8356,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
131.202.242.189-52.112.67.83-36830-443-6,131.202.242.189,36830,52.112.67.83,443,6,16/10/2017 10:40:24,89915047,4,5,1157.0,1098.0,1157.0,0.0,289.25,578.5,1029.0,0.0,219.6,453.453746263056,25.07922839655525,0.10009448140532029,1.1239380875E7,2.075025099292478E7,4.4999118E7,158.0,8.9838571E7,2.9946190333333336E7,2.5928006407348197E7,4.5056021E7,7547.0,8.9858144E7,2.2464536E7,2.5891378832645677E7,4.5055943E7,158.0,0,0,0,0,128,160,0.04448643618014235,0.05560804522517794,0.0,1157.0,225.5,458.71178314928864,210416.5,0,0,0,0,1,0,0,0,1.0,250.55555555555554,289.25,219.6,128,0,0,0,0,0,0,4,1157,5,1098,1444,255,1,32,56864.0,55.154328932550705,56903.0,56825.0,4.48583765E7,199038.53808873295,4.4999118E7,4.4717635E7,BENIGN
131.202.242.182-255.255.255.255-17500-17500-17,131.202.242.182,17500,255.255.255.255,17500,17,16/10/2017 10:40:43,90034639,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.953264276430319,0.04442734534649492,3.0011546333333332E7,1032.3591106457739,3.0012737E7,3.0010901E7,9.0034639E7,3.0011546333333332E7,1032.3591106457739,3.0012737E7,3.0010901E7,0,0,0,0,0,0,0,0,0,-4,0,0.04442734534649492,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0011546333333332E7,1032.3591106457739,3.0012737E7,3.0010901E7,BENIGN
131.202.242.182-131.202.243.255-17500-17500-17,131.202.242.182,17500,131.202.243.255,17500,17,16/10/2017 10:40:43,90034612,4,0,536.0,0.0,134.0,134.0,134.0,0.0,0,0,0,0,5.953266061723019,0.044427358669574764,3.0011537333333332E7,1022.8178397609877,3.0012718E7,3.0010921E7,9.0034612E7,3.0011537333333332E7,1022.8178397609877,3.0012718E7,3.0010921E7,0,0,0,0,0,0,0,0,0,-4,0,0.044427358669574764,0.0,134.0,134.0,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,167.5,134.0,0.0,-4,0,0,0,0,0,0,4,536,0,0,-1,-1,3,-1,0,0,0,0,3.0011537333333332E7,1022.8178397609877,3.0012718E7,3.0010921E7,BENIGN
131.202.242.46-224.0.0.56-38620-9875-17,131.202.242.46,38620,224.0.0.56,9875,17,16/10/2017 10:40:43,115047138,24,0,5328.0,0.0,222.0,222.0,222.0,0.0,0,0,0,0,46.3114519198209,0.20861014378297701,5002049.478260869,1600.7049830271494,5005093.0,5000161.0,1.15047138E8,5002049.478260869,1600.7049830271494,5005093.0,5000161.0,0,0,0,0,0,0,0,0,0,-24,0,0.20861014378297701,0.0,222.0,222.0,222.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,231.25,222.0,0.0,-24,0,0,0,0,0,0,24,5328,0,0,-1,-1,23,-1,0,0,0,0,5002049.478260869,1600.7049830271494,5005093.0,5000161.0,BENIGN
131.202.242.133-224.0.0.251-5353-5353-17,131.202.242.133,5353,224.0.0.251,5353,17,16/10/2017 10:40:02,113401431,17,0,1100.0,0.0,184.0,32.0,64.70588235294116,36.76915267225088,0,0,0,0,9.700053961400187,0.1499099248580029,7087589.4375,1.4061811673981538E7,4.9399914E7,293526.0,1.13401431E8,7087589.4375,1.4061811673981538E7,4.9399914E7,293526.0,0,0,0,0,0,0,0,0,0,-17,0,0.1499099248580029,0.0,32.0,184.0,67.11111111111111,37.10222585504396,1376.575163398693,0,0,0,0,0,0,0,0,0.0,71.05882352941177,64.70588235294117,0.0,-17,0,0,0,0,0,0,17,1100,0,0,-1,-1,16,-1,2146897.0,3438829.51794987,7296999.0,293526.0,2.612994025E7,1.844506937252371E7,4.9399914E7,7706466.0,BENIGN
131.202.242.192-255.255.255.255-17500-17500-17,131.202.242.192,17500,255.255.255.255,17500,17,16/10/2017 10:40:49,90129762,4,0,584.0,0.0,146.0,146.0,146.0,0.0,0,0,0,0,6.4795466784878455,0.04438045670197154,3.0043254E7,16540.37777682239,3.0057921E7,3.0025326E7,9.0129762E7,3.0043254E7,16540.37777682239,3.0057921E7,3.0025326E7,0,0,0,0,0,0,0,0,0,-4,0,0.04438045670197154,0.0,146.0,146.0,146.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,182.5,146.0,0.0,-4,0,0,0,0,0,0,4,584,0,0,-1,-1,3,-1,0,0,0,0,3.0043254E7,16540.37777682239,3.0057921E7,3.0025326E7,BENIGN
131.202.242.192-131.202.243.255-17500-17500-17,131.202.242.192,17500,131.202.243.255,17500,17,16/10/2017 10:40:49,90130148,4,0,584.0,0.0,146.0,146.0,146.0,0.0,0,0,0,0,6.479518928560951,0.04438026663397912,3.0043382666666668E7,16442.21829113497,3.0058113E7,3.0025644E7,9.0130148E7,3.0043382666666668E7,16442.21829113497,3.0058113E7,3.0025644E7,0,0,0,0,0,0,0,0,0,-4,0,0.04438026663397912,0.0,146.0,146.0,146.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,182.5,146.0,0.0,-4,0,0,0,0,0,0,4,584,0,0,-1,-1,3,-1,0,0,0,0,3.0043382666666668E7,16442.21829113497,3.0058113E7,3.0025644E7,BENIGN
131.202.242.189-74.125.22.188-49692-5228-6,131.202.242.189,49692,74.125.22.188,5228,6,16/10/2017 10:40:35,90151872,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06655435840533627,1.80303744E7,2.463456564853074E7,4.501622E7,39760.0,9.0111952E7,4.5055976E7,5.656854249492381,4.505598E7,4.5055972E7,9.0112058E7,4.5056029E7,156.97770542341354,4.505614E7,4.5055918E7,0,0,0,0,96,96,0.033277179202668136,0.033277179202668136,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,3,0,452,183,0,32,39787.0,38.18376618407357,39814.0,39760.0,4.5016189E7,43.840620433565945,4.501622E7,4.5016158E7,BENIGN
131.202.242.151-224.0.0.251-5353-5353-17,131.202.242.151,5353,224.0.0.251,5353,17,16/10/2017 10:14:50,7708804,2,0,422.0,0.0,350.0,72.0,211.0,196.5756851698602,0,0,0,0,54.742603392173415,0.25944361797238585,7708804.0,0.0,7708804.0,7708804.0,7708804.0,7708804.0,0.0,7708804.0,7708804.0,0,0,0,0,0,0,0,0,0,-2,0,0.25944361797238585,0.0,72.0,350.0,257.3333333333333,160.50337483471597,25761.333333333336,0,0,0,0,0,0,0,0,0.0,386.0,211.0,0.0,-2,0,0,0,0,0,0,2,422,0,0,-1,-1,1,-1,0,0,0,0,7708804.0,0.0,7708804.0,7708804.0,BENIGN
131.202.242.173-224.0.0.251-5353-5353-17,131.202.242.173,5353,224.0.0.251,5353,17,16/10/2017 10:14:58,57862291,2,0,304.0,0.0,232.0,72.0,152.0,113.13708498984761,0,0,0,0,5.253853498472779,0.034564825647847235,5.7862291E7,0.0,5.7862291E7,5.7862291E7,5.7862291E7,5.7862291E7,0.0,5.7862291E7,5.7862291E7,0,0,0,0,0,0,0,0,0,-2,0,0.034564825647847235,0.0,72.0,232.0,125.33333333333334,92.37604307034013,8533.333333333334,0,0,0,0,0,0,0,0,0.0,188.0,152.0,0.0,-2,0,0,0,0,0,0,2,304,0,0,-1,-1,1,-1,0,0,0,0,5.7862291E7,0.0,5.7862291E7,5.7862291E7,BENIGN
131.202.243.10-224.0.0.251-5353-5353-17,131.202.243.10,5353,224.0.0.251,5353,17,16/10/2017 10:14:12,46229236,2,0,422.0,0.0,350.0,72.0,211.0,196.5756851698602,0,0,0,0,9.128422541960244,0.043262666075640964,4.6229236E7,0.0,4.6229236E7,4.6229236E7,4.6229236E7,4.6229236E7,0.0,4.6229236E7,4.6229236E7,0,0,0,0,0,0,0,0,0,-2,0,0.043262666075640964,0.0,72.0,350.0,257.3333333333333,160.50337483471597,25761.333333333336,0,0,0,0,0,0,0,0,0.0,386.0,211.0,0.0,-2,0,0,0,0,0,0,2,422,0,0,-1,-1,1,-1,0,0,0,0,4.6229236E7,0.0,4.6229236E7,4.6229236E7,BENIGN
131.202.242.197-224.0.0.251-5353-5353-17,131.202.242.197,5353,224.0.0.251,5353,17,16/10/2017 10:13:32,85687522,2,0,422.0,0.0,350.0,72.0,211.0,196.5756851698602,0,0,0,0,4.92487109149918,0.02334062128672597,8.5687522E7,0.0,8.5687522E7,8.5687522E7,8.5687522E7,8.5687522E7,0.0,8.5687522E7,8.5687522E7,0,0,0,0,0,0,0,0,0,-2,0,0.02334062128672597,0.0,72.0,350.0,257.3333333333333,160.50337483471597,25761.333333333336,0,0,0,0,0,0,0,0,0.0,386.0,211.0,0.0,-2,0,0,0,0,0,0,2,422,0,0,-1,-1,1,-1,0,0,0,0,8.5687522E7,0.0,8.5687522E7,8.5687522E7,BENIGN
131.202.243.226-224.0.0.251-5353-5353-17,131.202.243.226,5353,224.0.0.251,5353,17,16/10/2017 10:40:51,64103765,10,0,869.0,0.0,210.0,52.0,86.89999999999999,54.929146280559564,0,0,0,0,13.556146039160103,0.15599707755074918,7122640.555555556,8724821.49733009,2.6851959E7,99955.0,6.4103765E7,7122640.555555556,8724821.49733009,2.6851959E7,99955.0,0,0,0,0,0,0,0,0,0,-10,0,0.15599707755074918,0.0,52.0,210.0,86.72727272727273,52.11351246863122,2715.8181818181815,0,0,0,0,0,0,0,0,0.0,95.4,86.9,0.0,-10,0,0,0,0,0,0,10,869,0,0,-1,-1,9,-1,1.6100225E7,0.0,1.6100225E7,1.6100225E7,1.600118E7,1.089348775583564E7,2.6851959E7,5065480.0,BENIGN
